first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,R,S,T,U,V,Value
Arel,Abramovitz,Male,518,11/12/1957,66,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,0.85,0.85,1.06,0.9,433,0.906
Kit,Easdon,Male,519,10/26/1978,45,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,0.62,0.62,0.78,0.78,433,0.906
Gregg,Aimeric,U,520,,124,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,1.04,1.04,1.3,1.11,433,0.906
Skipp,Swales,Male,521,11/14/1973,50,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,0.78,0.98,1.22,1.22,436,0.903
Frederich,Glantz,Male,522,8/27/1997,26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,0.55,0.69,0.86,0.86,436,0.903
Rodolph,Denniss,Male,523,8/7/1974,49,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,0.45,0.56,0.7,0.7,436,0.903
Craggie,Dering,Male,524,10/5/1952,71,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,0.95,0.95,1.19,1.01,436,0.903
Johna,Bunker,U,525,,124,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,1.1,1.38,1.72,1.46,436,0.903
Giralda,MacPeake,Female,526,4/4/1941,83,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,0.91,1.14,1.42,1.42,441,0.901
Rodney,Trethewey,Male,527,3/17/1997,27,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,0.48,0.48,0.6,0.6,441,0.901
Theresina,,Female,528,3/1/1987,37,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,0.4,0.5,0.63,0.53,441,0.901
Gleda,Howerd,Female,529,1/22/1964,60,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,0.98,0.98,1.23,1.04,444,0.9
Melany,Ladewig,Female,530,5/17/1972,51,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,1.08,1.35,1.69,1.43,444,0.9
Claudell,Rounsefell,Male,531,11/27/1993,30,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,1.03,1.03,1.29,1.29,444,0.9
Garwin,Nurden,Male,532,4/19/1958,66,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,1.08,1.35,1.69,1.69,444,0.9
Bunny,Leebetter,Female,533,4/30/1966,58,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,0.97,1.21,1.52,1.52,444,0.9
Matias,Melloi,Male,534,2/3/1977,47,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,1.1,1.1,1.38,1.38,444,0.9
Sada,Dowyer,Female,535,11/22/1998,25,Human Resources Manager,n/a,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,0.44,0.55,0.69,0.69,450,0.9
Anet,Roseman,Female,536,11/24/1996,27,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,0.7,0.7,0.88,0.74,450,0.9
Katie,Warhurst,Female,537,12/2/1991,32,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,0.52,0.65,0.81,0.81,450,0.9
Celia,Bryden,Female,538,4/6/1943,81,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,0.58,0.58,0.73,0.73,450,0.9
Stearne,Trolley,Male,539,2/1/1982,42,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,0.75,0.75,0.94,0.94,450,0.9
Tristam,Larose,Male,540,1/29/1985,39,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,0.68,0.68,0.85,0.72,455,0.893
Laurena,,Female,541,7/31/1961,62,VP Sales,n/a,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,0.64,0.64,0.8,0.8,455,0.893
Heloise,Fairpool,Female,542,9/7/1976,47,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,0.66,0.66,0.83,0.83,455,0.893
Dory,Malpass,Female,543,8/27/1972,51,,n/a,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,0.45,0.5625,0.703125,0.703125,455,0.8925
Marcellina,Baynton,Female,544,3/11/1947,77,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,0.89,0.89,1.11,0.95,455,0.893
Gregorius,Leal,Male,545,4/29/1951,73,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,1.07,1.3375,1.671875,1.671875,455,0.8925
Deana,Canton,Female,546,11/25/1974,49,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,1.03,1.2875,1.609375,1.36796875,455,0.8925
Kori,Sparsholt,Female,547,5/19/1940,83,Office Assistant II,n/a,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,0.5,0.63,0.78,0.66,455,0.893
Lucky,Klainman,Female,548,11/26/1947,76,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,0.46,0.46,0.58,0.49,455,0.893
Erasmus,Olenchenko,Male,549,2/3/1965,59,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,1.07,1.34,1.67,1.42,464,0.891
Carita,Sand,Female,550,3/20/1977,47,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,0.97,0.97,1.21,1.03,464,0.891
Lynnett,Tipper,Female,551,8/3/1993,30,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,0.61,0.76,0.95,0.95,466,0.89
Thorn,Stigers,Male,552,5/19/1972,51,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,0.84,0.84,1.05,0.89,466,0.89
Lela,Billing,Female,553,12/17/1970,53,Programmer Analyst III,n/a,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,0.74,0.93,1.16,0.98,468,0.89
Norah,Mapis,Female,554,12/9/2000,23,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,0.76,0.76,0.95,0.81,468,0.89
Moina,Rosenbaum,Female,555,8/4/2001,22,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,0.52,0.52,0.65,0.55,468,0.89
Ceciley,Harg,Female,556,10/19/1990,33,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,0.44,0.55,0.69,0.58,471,0.888
Torry,de la Valette Parisot,Male,557,3/14/1967,57,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,0.77,0.96,1.2,1.02,471,0.888
Sigismund,Sedger,Male,558,11/29/1999,24,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,0.9,0.9,1.13,1.13,473,0.884
Irvine,Headon,Male,559,4/21/1956,68,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,1.09,1.36,1.7,1.7,473,0.884
Laurie,,Male,560,7/28/1979,44,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,0.54,0.68,0.84,0.72,475,0.882
Tomkin,Bernlin,Male,561,12/29/2001,22,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,1.06,1.33,1.66,1.66,475,0.882
Genni,Fanstone,Female,562,7/29/1972,51,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,1.09,1.09,1.36,1.16,475,0.882
Blondie,,Female,563,10/3/1995,28,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,0.88,0.88,1.1,1.1,478,0.88
Aloysius,Killingsworth,Male,564,2/14/1957,67,VP Quality Control,n/a,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,0.88,0.88,1.1,0.94,478,0.88
Carola,Philler,Female,565,4/30/1951,73,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,0.77,0.77,0.96,0.96,478,0.88
Fitzgerald,Hellikes,Male,566,7/28/1979,44,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,0.71,0.89,1.11,0.94,478,0.88
Ingmar,Okenden,Male,567,3/1/1959,65,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,0.41,0.51,0.64,0.54,478,0.88
Tina,Dunstan,Female,568,3/6/1939,85,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,0.53,0.53,0.66,0.66,483,0.877
Huberto,Mollatt,Male,569,8/27/1961,62,Programmer IV,n/a,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,0.42,0.53,0.66,0.56,483,0.877
Georgi,,Male,570,1/14/1970,54,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,0.78,0.78,0.98,0.98,485,0.876
Adolpho,Bellerby,Male,571,10/25/1944,79,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,0.92,1.15,1.44,1.44,486,0.875
Kelsey,Hatt,Female,572,6/27/1966,57,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,0.88,0.88,1.1,1.1,486,0.875
Lucien,,Male,573,9/14/1966,57,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,0.85,1.0625,1.328125,1.328125,486,0.875
Ariel,McCloid,Male,574,3/13/1994,30,Human Resources Manager,n/a,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,1.04,1.3,1.63,1.63,486,0.875
Bevvy,Openshaw,Female,575,6/15/1975,48,Staff Scientist,n/a,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,1.03,1.29,1.61,1.61,486,0.875
Alexina,Mabley,Female,576,10/12/1975,48,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,0.41,0.51,0.64,0.54,486,0.875
Dawn,Pyffe,Female,577,5/28/1965,58,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,0.44,0.44,0.55,0.47,492,0.871
Claudette,Renackowna,Female,578,2/11/1996,28,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,0.44,0.44,0.55,0.47,492,0.871
Elianora,Poolton,Female,579,6/14/1944,79,Programmer II,n/a,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,0.54,0.68,0.84,0.72,494,0.867
Park,,Male,580,11/8/1977,46,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,0.64,0.64,0.8,0.8,495,0.863
Anthony,Lindstrom,Male,581,11/1/1997,26,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,0.83,1.04,1.3,1.3,495,0.863
Liane,Poizer,Female,582,5/5/1952,72,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,0.59,0.59,0.74,0.74,495,0.863
Romonda,Hallt,Female,583,5/9/1960,64,Operator,n/a,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,0.52,0.52,0.65,0.65,498,0.861
Sula,Thomann,Female,584,3/17/1989,35,Assistant Manager,n/a,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,0.42,0.42,0.53,0.45,498,0.861
Renell,Earley,Female,585,10/21/1954,69,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,1.08,1.35,1.69,1.43,500,0.86
Cliff,Philipsson,Male,586,2/2/1967,57,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,1.09,1.09,1.36,1.16,500,0.86
Clevey,Aisthorpe,Male,587,9/20/1976,47,Software Consultant,n/a,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,0.52,0.65,0.81,0.69,502,0.859
Cariotta,,Female,588,8/19/1974,49,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,0.93,1.16,1.45,1.45,502,0.859
George,Jose,Male,589,12/19/1960,63,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,0.92,1.15,1.44,1.44,504,0.85
Kissiah,Foat,Female,590,9/11/1975,48,Graphic Designer,n/a,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,1.08,1.35,1.69,1.43,504,0.85
Milty,Brauninger,Male,591,7/10/1945,78,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,0.77,0.77,0.96,0.96,504,0.85
Killian,Nettles,Male,592,9/1/1980,43,Marketing Assistant,n/a,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,0.93,0.93,1.16,1.16,507,0.85
Fredia,Favelle,Female,593,8/29/1974,49,Teacher,n/a,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,1.04,1.3,1.63,1.38,507,0.85
Katleen,Arnoult,Female,594,11/24/1976,47,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,1.09,1.36,1.7,1.45,507,0.85
Gaultiero,Fibbens,Male,595,3/14/1980,44,Help Desk Technician,n/a,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,0.9,0.9,1.13,1.13,507,0.85
Inglebert,Aspinal,Male,596,10/13/1973,50,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,0.59,0.59,0.74,0.63,507,0.85
Jammal,Devenny,Male,597,5/14/1999,24,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,0.52,0.52,0.65,0.65,507,0.85
Adriane,Richardson,Female,598,3/10/1976,48,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,0.56,0.56,0.7,0.7,513,0.842
Jodi,Lermit,Female,599,1/30/1954,70,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,0.97,1.2125,1.515625,1.28828125,513,0.8415
Emelia,Ackwood,Female,600,9/30/1988,35,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,0.76,0.95,1.19,1.01,515,0.839
Andee,Huke,Female,601,6/28/1971,52,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,0.92,0.92,1.15,0.9775,515,0.839375
Isa,Fominov,Male,602,6/21/2001,22,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,0.72,0.9,1.13,0.96,515,0.839
Zabrina,Margram,Female,603,5/15/1964,59,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,1.09,1.3625,1.703125,1.703125,515,0.839375
Maddalena,Angood,Female,604,7/28/1999,24,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,0.79,0.79,0.9875,0.9875,515,0.839375
Sofie,Worsfold,Female,605,10/6/1954,69,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,0.53,0.66,0.83,0.7,520,0.838
Elmira,Vasilyev,Female,606,10/14/1951,72,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,0.45,0.45,0.56,0.56,520,0.838
Free,Rowland,Male,607,5/17/1956,67,,n/a,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,0.91,1.1375,1.421875,1.20859375,520,0.8375
Worthington,Cohane,Male,608,1/23/1991,33,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,0.99,0.99,1.24,1.24,520,0.838
Bailey,Bereford,Male,609,9/30/1950,73,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,0.44,0.55,0.69,0.69,524,0.837
Perry,Whitehurst,Male,610,5/29/1980,43,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,1.1,1.38,1.72,1.72,524,0.837
Antony,Tuma,Male,611,3/10/1954,70,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,0.67,0.84,1.05,1.05,526,0.833
Corene,Hallgate,Female,612,11/6/1964,59,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,0.54,0.675,0.84375,0.7171875,526,0.833
Nico,Chadwick,Male,613,5/24/1953,70,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,0.54,0.54,0.68,0.68,526,0.833
Joline,Skipperbottom,Female,614,6/27/1972,51,Desktop Support Technician,n/a,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,0.47,0.47,0.59,0.59,529,0.83
Ivy,Farr,Female,615,7/3/1973,50,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,0.85,0.85,1.06,1.06,530,0.829
Dallas,Lavalde,Female,616,12/19/1998,25,Product Engineer,n/a,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,0.57,0.57,0.71,0.61,530,0.829
Amabel,,Female,617,9/14/1981,42,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,1.08,1.35,1.69,1.43,530,0.829
Hilario,McCulloch,Male,618,1/10/1986,38,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,0.4,0.4,0.5,0.43,530,0.829
Jim,Haddrell,Male,619,4/8/1955,69,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,1.05,1.05,1.31,1.12,530,0.829
Jacobo,Mucklow,Male,620,12/4/1952,71,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,0.93,1.16,1.45,1.45,530,0.829
Gretel,Paschke,Female,621,5/29/1956,67,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,0.47,0.59,0.73,0.62,536,0.825
Jethro,Mertel,Male,622,12/10/1978,45,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,0.88,1.1,1.38,1.17,536,0.825
Dwain,Hatch,Male,623,11/16/1994,29,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,0.68,0.68,0.85,0.85,536,0.825
Lucretia,D'Agostini,Female,624,12/14/1978,45,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,0.52,0.52,0.65,0.65,536,0.825
Claude,Bowstead,Female,625,11/29/1997,26,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,0.62,0.62,0.78,0.66,536,0.825
Donn,MacGregor,Male,626,4/22/1965,59,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,0.63,0.63,0.79,0.79,536,0.825
Laurel,Devennie,Female,627,9/25/1976,47,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,0.69,0.69,0.86,0.86,536,0.825
Elvira,Darthe,Female,628,4/8/1975,49,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,1.02,1.02,1.28,1.28,536,0.825
Angie,Tansley,Male,629,11/30/1950,73,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,0.45,0.45,0.56,0.48,544,0.825
Terrence,Dalligan,Male,630,2/19/1998,26,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,0.95,1.19,1.48,1.48,544,0.825
Katy,Crooke,Female,631,6/30/1977,46,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,0.87,0.87,1.09,0.92,546,0.823
Sammy,Borsi,Female,632,4/27/1972,52,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,0.75,0.75,0.94,0.8,546,0.823
Morganica,Ainsbury,Female,633,1/6/1973,51,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,0.58,0.73,0.91,0.91,546,0.823
Nils,Champion,Male,634,7/6/1984,39,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,0.85,0.85,1.06,1.06,549,0.82
Beverlee,Querree,Female,635,4/21/1991,33,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,0.84,1.05,1.31,1.31,549,0.82
Cami,Eitter,Female,636,1/3/1979,45,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,0.55,0.69,0.86,0.86,551,0.818
Reiko,Degenhardt,Female,637,1/16/1976,48,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,1.04,1.3,1.63,1.63,552,0.816
Cord,Dunsmore,Male,638,4/21/1999,25,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,0.59,0.74,0.92,0.78,552,0.816
Gabey,Kennicott,Female,639,5/14/1958,66,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,0.68,0.68,0.85,0.85,552,0.816
Jacqui,Devey,Female,640,10/1/1995,28,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,0.49,0.61,0.77,0.77,555,0.813
Byrom,Ramas,Male,641,11/2/1993,30,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,0.64,0.64,0.8,0.8,555,0.813
Worthington,Ahmed,Male,642,3/24/1972,52,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,0.71,0.71,0.89,0.89,555,0.813
Chico,Dye,Male,643,2/4/1994,30,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,1.03,1.03,1.29,1.29,555,0.813
Davidde,Cockroft,Male,644,4/21/1947,77,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,1.03,1.03,1.29,1.29,555,0.813
Charlie,Dmych,Male,645,3/31/1950,74,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,1.01,1.01,1.26,1.26,555,0.813
Donn,Chaney,Male,646,1/29/1951,73,Research Assistant II,n/a,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,1.03,1.03,1.29,1.09,561,0.81
Kamila,Parsonage,Female,647,3/8/1954,70,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,0.76,0.76,0.95,0.8075,562,0.81
Barth,Sapshed,Male,648,6/16/1994,29,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,1.03,1.29,1.61,1.37,563,0.808
Padriac,Collacombe,Male,649,4/7/1967,57,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,1.1,1.1,1.38,1.38,563,0.808
Olive,Mozzi,Female,650,7/6/1955,68,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,0.98,1.23,1.53,1.53,563,0.808
Benedict,Rosas,Male,651,11/25/1955,68,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,0.7,0.88,1.09,1.09,563,0.808
Virginia,De Antoni,Female,652,3/14/1964,60,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,0.62,0.78,0.97,0.97,563,0.808
Nicolas,O'Donnell,Male,653,9/25/1986,37,Internal Auditor,n/a,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,0.83,1.04,1.3,1.1,568,0.8
Oswald,MacCarlich,Male,654,11/24/1991,32,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,0.88,0.88,1.1,0.94,568,0.8
Ailyn,Howgate,Female,655,9/27/2001,22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,0.65,0.81,1.02,0.86,568,0.8
Karol,Salthouse,Female,656,7/29/1968,55,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,0.56,0.7,0.88,0.74,568,0.8
Esdras,Birchett,Male,657,12/9/1950,73,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,0.6,0.75,0.94,0.8,568,0.8
Wilfrid,Gertray,Male,658,8/23/1942,81,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,0.99,0.99,1.24,1.05,568,0.8
Charmain,Styles,Female,659,2/25/1965,59,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,0.5,0.63,0.78,0.78,574,0.799
Harlene,Nono,U,660,,124,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,1.05,1.05,1.31,1.12,575,0.797
