transaction_id,product_id,customer_id,transaction_date,Recency,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
18183,59,272,3/26/2017,279,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,10/22/2005,327.98,Female,22,6/6/1987,36,Product Engineer,Retail,Mass Customer,N,Yes,1,,2065,NSW,Australia,12
18185,65,3478,10/11/2017,80,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,5/21/2015,1028.76,Male,54,8/8/1986,37,Quality Control Specialist,Health,Mass Customer,N,No,17,,2880,NSW,Australia,1
18187,97,213,2/1/2017,332,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,8/5/2003,75.14,Male,13,5/14/1996,27,Actuary,Financial Services,High Net Worth,N,Yes,6,,4655,QLD,Australia,4
18188,85,2269,3/5/2017,300,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,8/2/2015,547.28,Female,33,11/11/1989,34,Product Engineer,n/a,Mass Customer,N,No,9,,2323,NSW,Australia,3
18189,14,3295,3/10/2017,295,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,10/10/2014,737.17,Male,14,5/26/1964,59,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9,,3810,VIC,Australia,4
18190,68,1755,11/12/2017,48,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,8/20/2010,1592.19,Female,38,8/23/1986,37,Tax Accountant,Property,Mass Customer,N,No,20,,2047,NSW,Australia,11
18191,84,2608,10/30/2017,61,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,7/26/1999,75.48,Female,44,11/5/1975,48,Budget/Accounting Analyst III,Health,Affluent Customer,N,Yes,6,,3127,VIC,Australia,12
18193,23,1517,12/2/2017,28,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75,Male,90,9/15/1987,36,Operator,IT,Affluent Customer,N,No,12,,2210,NSW,Australia,10
18194,70,1657,9/7/2017,114,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,4/11/2015,198.29,Male,11,3/8/1977,47,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5,,2763,NSW,Australia,9
18195,35,1084,12/26/2017,4,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,7/12/1994,903.11,Female,54,5/18/1994,29,Accounting Assistant I,Retail,Affluent Customer,N,No,8,,2322,NSW,Australia,4
18197,96,1366,11/6/2017,54,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01,Male,10,6/30/1974,49,Computer Systems Analyst IV,Retail,Affluent Customer,N,No,22,,4164,QLD,Australia,9
18198,92,1999,9/13/2017,108,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,10/10/2002,155.65,Female,6,8/16/1962,61,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,,4216,QLD,Australia,10
18199,41,1821,2/6/2017,327,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,9/9/1994,209.84,Male,89,3/9/1972,52,Web Developer IV,Entertainment,High Net Worth,N,Yes,15,,2540,NSW,Australia,9
18200,5,1478,12/29/2017,1,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65,Male,40,12/5/1992,31,VP Quality Control,Financial Services,High Net Worth,N,No,9,,2340,NSW,Australia,2
18201,67,61,8/29/2017,123,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,4/5/1996,690.49,Female,47,11/29/1959,64,Help Desk Operator,Property,High Net Worth,N,No,13,,2765,NSW,Australia,7
18202,71,1069,2/25/2017,308,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,10/24/1995,737.17,Male,85,4/15/1976,48,Web Designer I,Telecommunications,Mass Customer,N,No,15,,4053,QLD,Australia,7
18203,31,1553,9/25/2017,96,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,8/2/2015,547.28,Female,68,5/31/1956,67,Administrative Assistant IV,Retail,High Net Worth,N,No,7,,2148,NSW,Australia,8
18204,75,1420,1/22/2017,342,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,5/22/2006,1010.02,Female,14,10/12/1959,64,Dental Hygienist,Health,Mass Customer,N,No,11,,2767,NSW,Australia,8
18205,88,201,3/9/2017,296,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36,Male,45,4/20/1966,58,Design Engineer,Manufacturing,Mass Customer,N,Yes,11,,2233,NSW,Australia,9
18206,79,1281,10/4/2017,87,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1/25/1997,737.57,Male,29,7/7/1968,55,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16,,4213,QLD,Australia,8
18207,0,793,8/29/2017,123,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,7/20/1999,57.73,Female,97,1/30/1989,35,Actuary,Financial Services,High Net Worth,N,Yes,9,,2099,NSW,Australia,10
18208,84,1291,1/20/2017,344,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48,Male,0,8/16/1980,43,Quality Engineer,Health,Mass Customer,N,No,12,,4304,QLD,Australia,2
18209,12,69,3/26/2017,279,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55,Female,16,6/22/1969,54,Web Developer II,n/a,Mass Customer,N,No,6,,3183,VIC,Australia,7
18211,0,725,11/17/2017,43,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,12/4/1999,104.24,Male,61,8/27/1965,58,Design Engineer,Health,High Net Worth,N,Yes,19,,4221,QLD,Australia,8
18212,31,90,11/30/2017,30,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,11/10/2006,57.73,Male,76,11/12/1984,39,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11,,2233,NSW,Australia,10
18213,91,2982,1/17/2017,347,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,10/10/2002,25.09,Female,30,8/8/1982,41,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11,,3195,VIC,Australia,9
18215,28,424,1/4/2017,360,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39,Male,77,1/25/1978,46,Research Nurse,Health,High Net Worth,N,No,9,,3150,VIC,Australia,11
18216,50,679,4/21/2017,253,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2/16/2003,43.97,Female,29,10/21/1974,49,Registered Nurse,Health,Mass Customer,N,No,12,,2557,NSW,Australia,9
18217,16,2184,9/28/2017,93,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,9/9/1994,182.81,Male,49,12/5/1971,52,Statistician III,Health,Mass Customer,N,No,11,,2147,NSW,Australia,8
18218,84,1050,10/23/2017,68,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,8/7/2004,75.48,Female,7,7/29/1973,50,Software Consultant,Telecommunications,Mass Customer,N,Yes,15,,2131,NSW,Australia,11
18220,42,3482,12/3/2017,27,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,4/12/1993,199.1,Female,71,5/18/2000,23,Clinical Specialist,Health,Affluent Customer,N,Yes,2,,4069,QLD,Australia,8
18222,81,1245,6/20/2017,193,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51,Male,34,5/31/1994,29,Product Engineer,Manufacturing,Affluent Customer,N,No,1,,2155,NSW,Australia,10
18223,12,1728,8/7/2017,145,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55,Male,41,5/4/1977,47,Paralegal,Financial Services,Affluent Customer,N,No,22,,2770,NSW,Australia,8
18224,38,3347,5/10/2017,234,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,11/7/1991,1702.55,Male,99,11/8/1985,38,Computer Systems Analyst II,Entertainment,High Net Worth,N,Yes,18,,3071,VIC,Australia,10
18226,22,2307,10/10/2017,81,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,4/5/1996,143.82,Female,57,6/28/1978,45,Desktop Support Technician,Retail,High Net Worth,N,Yes,13,,4568,QLD,Australia,8
18227,61,269,5/12/2017,232,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,6/23/1993,14.23,Male,55,9/19/1954,69,Nurse Practicioner,Property,Mass Customer,N,Yes,9,,3802,VIC,Australia,7
18228,5,2951,4/11/2017,263,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65,Male,13,9/25/1977,46,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12,,3437,VIC,Australia,8
18229,78,3426,10/31/2017,60,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82,Male,40,4/18/1959,65,Assistant Media Planner,Entertainment,Mass Customer,N,No,17,,2750,NSW,Australia,8
18230,88,580,3/22/2017,283,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,5/10/2005,817.36,Male,83,12/3/1975,48,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14,,2287,NSW,Australia,7
18231,51,2857,2/18/2017,315,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,10/18/2015,802.26,Female,9,4/5/1957,67,Biostatistician I,Manufacturing,Mass Customer,N,Yes,17,,4300,QLD,Australia,6
18232,26,2060,10/16/2017,75,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3,Female,17,1/23/1959,65,Statistician II,Financial Services,Mass Customer,N,No,17,,3037,VIC,Australia,9
18234,79,1152,8/14/2017,138,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,8/7/2004,737.57,Male,47,6/23/1998,25,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3,,4551,QLD,Australia,10
18235,0,1674,9/27/2017,94,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,3/8/2009,4.8,Female,97,10/26/1977,46,Civil Engineer,Manufacturing,High Net Worth,N,No,20,,2031,NSW,Australia,10
18236,69,1588,11/28/2017,32,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21,Male,24,1/28/1983,41,Administrative Officer,IT,High Net Worth,N,Yes,7,,2126,NSW,Australia,11
18237,38,3098,2/21/2017,312,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,3/16/2011,751.02,Female,77,7/15/1980,43,Dental Hygienist,Health,Mass Customer,N,No,12,,4301,QLD,Australia,4
18238,18,1197,12/23/2017,7,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,5/10/2005,459.46,Female,44,10/16/1997,26,Professor,Financial Services,High Net Worth,N,Yes,5,,2560,NSW,Australia,8
18239,15,2528,2/5/2017,328,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84,Male,81,9/23/1978,45,Senior Editor,Financial Services,Affluent Customer,N,No,15,,4161,QLD,Australia,7
18240,12,2360,7/20/2017,163,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,12/18/2004,1055.82,Female,0,11/3/1974,49,VP Accounting,Financial Services,High Net Worth,N,Yes,5,,2227,NSW,Australia,10
18241,14,2240,5/16/2017,228,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,5/22/2000,737.17,Male,4,7/25/1969,54,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16,,3043,VIC,Australia,7
18242,61,834,4/28/2017,246,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,6/17/2015,14.23,Male,37,4/7/1973,51,Environmental Tech,Financial Services,Mass Customer,N,No,3,,3199,VIC,Australia,7
18244,57,2571,10/16/2017,75,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,5/18/2012,1630.25,Male,97,11/17/1986,37,Internal Auditor,Health,Affluent Customer,N,Yes,7,,2010,NSW,Australia,11
18246,33,2154,11/22/2017,38,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,3/19/2008,199.1,Female,86,1/8/1980,44,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,,2089,NSW,Australia,9
18247,57,1076,5/27/2017,217,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1/21/1991,1630.25,Male,33,6/6/2000,23,Pharmacist,Health,Affluent Customer,N,No,2,,2515,NSW,Australia,9
18248,66,432,12/9/2017,21,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,10/24/1995,64.93,Male,83,2/12/1990,34,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,,2065,NSW,Australia,10
18249,0,1738,2/26/2017,307,TRUE,Approved,Solex,Standard,medium,medium,441.49,84.99,6/4/2012,356.5,Male,39,4/24/1985,39,Engineer II,Argiculture,High Net Worth,N,Yes,14,,3808,VIC,Australia,9
18250,23,670,1/27/2017,337,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75,Female,75,11/9/1992,31,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8,,4740,QLD,Australia,2
18251,49,847,8/30/2017,122,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98,Female,66,5/26/1991,32,Chief Design Engineer,Retail,High Net Worth,N,No,9,,2141,NSW,Australia,7
18253,46,2566,2/1/2017,332,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,2/9/1997,1215.34,Female,48,10/29/1996,27,Accountant II,Entertainment,Affluent Customer,N,Yes,6,,3041,VIC,Australia,8
18254,19,620,4/18/2017,256,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,4/5/1996,4.8,Female,54,3/26/1973,51,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,,4114,QLD,Australia,3
18255,72,509,5/23/2017,221,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1/25/1997,90.1,Male,64,8/6/1979,44,Developer II,Financial Services,Affluent Customer,N,Yes,21,,4123,QLD,Australia,6
18256,4,211,11/17/2017,43,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/4/2007,451.65,Female,6,3/4/1974,50,VP Marketing,Manufacturing,Mass Customer,N,Yes,5,,2159,NSW,Australia,10
18257,60,3294,2/2/2017,331,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51,Female,90,6/26/1986,37,Director of Sales,Manufacturing,Affluent Customer,N,No,6,,3350,VIC,Australia,4
18258,13,1152,3/30/2017,275,TRUE,Approved,Solex,Standard,medium,medium,1163.89,589.27,3/8/2009,574.62,Male,47,6/23/1998,25,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3,,4551,QLD,Australia,10
18259,94,1763,5/18/2017,226,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,9/10/2003,641.64,Female,96,10/30/1994,29,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7,,3352,VIC,Australia,6
18260,2,1286,10/25/2017,66,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,8/31/2002,64.93,Female,83,6/28/1975,48,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16,,4306,QLD,Australia,8
18261,0,429,6/28/2017,185,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,7/12/1994,57.73,Female,7,7/30/1978,45,Community Outreach Specialist,IT,High Net Worth,N,Yes,21,,2340,NSW,Australia,3
18263,42,2771,11/2/2017,58,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,8/25/1997,199.1,Female,6,10/5/1969,54,Recruiting Manager,Retail,Affluent Customer,N,Yes,10,,2830,NSW,Australia,4
18264,8,2996,12/9/2017,21,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39,Female,67,5/5/1967,57,Cost Accountant,Financial Services,Mass Customer,N,No,14,,4212,QLD,Australia,7
18265,0,76,8/8/2017,144,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,12/2/2012,17.87,Female,20,1/23/1978,46,Statistician II,Retail,High Net Worth,N,Yes,18,,4213,QLD,Australia,9
18266,71,2193,3/21/2017,284,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,9/9/2003,737.17,Male,66,12/16/1955,68,Developer III,n/a,Mass Customer,N,Yes,6,,3915,VIC,Australia,4
18267,54,2536,12/23/2017,7,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1/21/1991,1279.4,Female,71,6/10/1964,59,Associate Professor,Health,Mass Customer,N,Yes,16,,2264,NSW,Australia,7
18269,11,2293,10/6/2017,85,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97,Female,70,3/7/1958,66,Financial Advisor,Financial Services,Affluent Customer,N,No,16,,2880,NSW,Australia,1
18270,0,237,9/17/2017,104,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,3/22/2002,135.85,Male,18,3/7/1974,50,Account Coordinator,Property,High Net Worth,N,Yes,11,,2021,NSW,Australia,11
18271,60,328,8/12/2017,140,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51,Female,87,4/11/1991,33,Senior Developer,Manufacturing,Mass Customer,N,No,12,,3437,VIC,Australia,8
18273,26,1556,10/7/2017,84,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,11/10/1991,1230.3,Male,30,3/25/1986,38,Web Developer III,Manufacturing,Mass Customer,N,Yes,6,,2147,NSW,Australia,9
18274,8,885,8/31/2017,121,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39,Male,20,11/11/1966,57,Statistician IV,Financial Services,Mass Customer,N,No,18,,4870,QLD,Australia,8
18275,58,2491,4/21/2017,253,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Male,74,5/8/1977,47,Clinical Specialist,Health,Mass Customer,N,No,14,,3101,VIC,Australia,7
18277,20,2372,7/2/2017,181,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,5/5/2010,195.34,Male,14,9/10/1977,46,Clinical Specialist,Health,Affluent Customer,N,No,10,,3149,VIC,Australia,12
18281,85,125,5/10/2017,234,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,8/2/2015,547.28,Female,94,3/17/1960,64,Computer Systems Analyst II,Property,Mass Customer,N,No,16,,2213,NSW,Australia,10
18282,41,2816,9/2/2017,119,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,12/11/2007,104.24,Female,87,11/25/1989,34,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,14,,4226,QLD,Australia,9
18283,43,594,9/30/2017,91,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47,Male,74,7/22/1980,43,Office Assistant II,n/a,Mass Customer,N,No,13,,2010,NSW,Australia,9
18284,49,1154,1/4/2017,360,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,4/12/2009,133.38,Male,26,11/24/1974,49,Research Nurse,Health,Mass Customer,N,Yes,20,,2222,NSW,Australia,11
18285,14,2630,8/19/2017,133,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55,Male,76,12/17/1978,45,Senior Sales Associate,Retail,Mass Customer,N,No,10,,2304,NSW,Australia,5
18286,94,888,2/8/2017,325,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,6/9/2013,641.64,Female,62,11/10/1963,60,Accountant IV,Manufacturing,Mass Customer,N,No,10,,4720,QLD,Australia,1
18287,26,2601,5/16/2017,228,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3,Female,48,1/18/1975,49,Software Engineer III,Financial Services,Affluent Customer,N,No,13,,2315,NSW,Australia,7
18288,95,1021,1/24/2017,340,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1/25/1997,139.23,Male,16,10/2/1977,46,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7,,2761,NSW,Australia,8
18289,52,726,7/27/2017,156,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,12/16/1998,450.77,Female,69,2/10/1978,46,Information Systems Manager,Health,Mass Customer,N,Yes,10,,2766,NSW,Australia,8
18290,61,2305,10/13/2017,78,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,10/22/2005,14.23,Female,91,7/9/1984,39,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13,,3149,VIC,Australia,10
18291,32,1049,5/2/2017,242,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,3/22/2002,431.33,Male,35,3/2/1996,28,Software Consultant,Property,Mass Customer,N,No,2,,3082,VIC,Australia,8
18292,63,2818,6/6/2017,207,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,12/17/1998,1383.61,Male,82,3/8/1956,68,Software Test Engineer I,n/a,Affluent Customer,N,No,7,,4500,QLD,Australia,4
18293,0,64,12/27/2017,3,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,3/29/2016,50.66,Male,73,3/25/1978,46,Legal Assistant,IT,High Net Worth,N,No,4,,3752,VIC,Australia,8
18294,49,2273,7/31/2017,152,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,4/10/2012,133.38,Female,71,8/4/1964,59,Assistant Professor,n/a,Mass Customer,N,Yes,9,,2092,NSW,Australia,12
18296,43,2034,10/2/2017,89,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47,Female,87,1/10/1974,50,Speech Pathologist,Manufacturing,Mass Customer,N,No,8,,2040,NSW,Australia,11
18298,24,2489,4/6/2017,268,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,5/7/2011,957.02,Female,42,6/12/1976,47,Speech Pathologist,Retail,Mass Customer,N,No,15,,2102,NSW,Australia,9
18299,54,3198,6/24/2017,189,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,5/10/2005,1279.4,Male,66,8/2/1997,26,Media Manager III,Manufacturing,Mass Customer,N,Yes,1,,3796,VIC,Australia,8
18300,5,2319,12/21/2017,9,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65,Male,63,5/3/1985,39,Librarian,Entertainment,High Net Worth,N,No,18,,2539,NSW,Australia,9
18301,15,234,12/4/2017,26,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,4/12/2009,1279.4,Female,71,8/12/1969,54,Chief Design Engineer,Retail,High Net Worth,N,No,12,,2036,NSW,Australia,10
18302,0,923,10/4/2017,87,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85,Male,44,6/26/1977,46,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19,,4131,QLD,Australia,4
18305,77,3443,9/1/2017,120,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,8/10/2015,445.21,Male,11,4/12/1995,29,Technical Writer,n/a,Mass Customer,N,Yes,5,,2380,NSW,Australia,3
18307,57,472,9/24/2017,97,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,7/20/1993,1630.25,Female,38,11/16/1990,33,Internal Auditor,Financial Services,Mass Customer,N,Yes,8,,2147,NSW,Australia,9
18309,23,2149,5/31/2017,213,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36,Female,26,5/19/1978,45,Professor,n/a,High Net Worth,N,No,6,,2210,NSW,Australia,10
18310,22,1256,3/28/2017,277,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,3/12/2013,143.82,Male,8,5/11/1986,37,Food Chemist,Health,High Net Worth,N,No,9,,4560,QLD,Australia,6
18311,0,301,9/28/2017,93,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,6/17/2015,14.23,Female,54,10/10/1980,43,Developer IV,Manufacturing,High Net Worth,N,No,19,,2320,NSW,Australia,7
18312,77,402,10/3/2017,88,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21,Male,9,6/3/1977,46,Desktop Support Technician,Retail,Affluent Customer,N,No,22,,2835,NSW,Australia,1
18313,52,2891,10/29/2017,62,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,8/5/1991,957.02,Female,5,2/22/1987,37,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,12,,2481,NSW,Australia,11
18314,26,2880,3/25/2017,280,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3,Male,43,11/15/1967,56,Legal Assistant,Health,Mass Customer,N,No,7,,2067,NSW,Australia,9
18315,72,208,12/3/2017,27,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Male,57,10/31/1994,29,Office Assistant III,Property,High Net Worth,N,No,5,,4078,QLD,Australia,7
18317,60,3247,10/3/2017,88,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,6/23/1993,217.51,Female,0,4/9/1985,39,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,,3350,VIC,Australia,5
18318,28,116,5/25/2017,219,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,10/11/1992,133.78,Male,49,2/5/1999,25,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2,,2168,NSW,Australia,8
18319,65,1842,1/28/2017,336,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,5/21/2015,1028.76,Male,89,2/27/1977,47,Accountant IV,Financial Services,Mass Customer,N,No,8,,2250,NSW,Australia,8
18320,31,900,12/18/2017,12,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,11/10/2006,57.73,Male,48,8/7/1990,33,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,,3228,VIC,Australia,8
18321,2,1306,6/14/2017,199,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,9/15/2012,17.87,Male,13,4/12/1956,68,Occupational Therapist,Health,Affluent Customer,N,Yes,13,,4208,QLD,Australia,7
18323,92,376,11/17/2017,43,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,3/29/2016,155.65,Female,60,10/24/1966,57,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,,3936,VIC,Australia,7
18324,0,2387,7/1/2017,182,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,3/18/2003,57.73,Male,33,8/30/1977,46,Nurse,n/a,High Net Worth,N,Yes,9,,2038,NSW,Australia,11
18325,65,2892,2/3/2017,330,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,8/31/2002,1028.76,Male,59,5/9/1965,59,Junior Executive,Manufacturing,Affluent Customer,N,Yes,7,,2145,NSW,Australia,7
18326,25,964,12/29/2017,1,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,4/10/2012,802.26,Female,35,1/24/1994,30,Assistant Professor,Financial Services,High Net Worth,N,No,6,,2089,NSW,Australia,12
18327,24,2351,3/4/2017,301,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,5/7/2011,957.02,Female,35,3/15/1992,32,Assistant Professor,Retail,Affluent Customer,N,Yes,10,,3181,VIC,Australia,10
